dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,icq,nof,nom,wmc,gc,rb
1,3,5,0.0,0.66666675,66,0,13,0,6,7,19,0,0
1,3,5,0.0,0.0,190,0,60,0,1,62,62,0,0
1,1,2,0.0,0.6666667,18,0,0,0,3,4,4,0,0
2,4,24,0.0,0.0,1070,3,146,3,0,81,104,1,0
2,0,4,0.0,0.6,17,0,2,0,1,5,5,0,0
1,2,3,,0.0,3,0,0,0,0,1,1,0,0
1,1,8,0.0,0.0,25,0,12,0,1,2,4,0,0
1,85,11,0.0,0.6666667,54,67,14,0,2,6,11,0,0
1,4,2,0.0,0.0,5,0,0,0,0,3,3,0,0
1,3,1,0.0,0.6666667,17,0,0,0,3,4,4,0,0
1,0,20,0.0,0.45833334,122,0,57,0,3,16,29,0,0
1,0,7,0.0,0.22222222,42,0,10,0,3,3,7,0,0
1,1,6,0.0,0.0,11,0,2,0,0,2,2,0,0
3,2,8,0.0,0.625,29,0,10,0,2,8,8,0,0
2,0,4,,1.0,74,0,14,0,1,1,16,0,0
7,7,8,0.0,0.78571427,150,0,4,4,2,7,7,0,0
1,13,5,0.0,0.0,10,0,0,0,0,8,8,0,0
1,0,0,-1.0,0.0,4,0,0,0,0,0,0,0,0
1,2,4,0.0,0.5,45,0,7,0,2,7,17,0,0
2,6,9,0.0,0.5,35,0,6,0,2,7,11,0,0
2,1,21,0.0,0.0,602,0,113,1,0,48,66,1,0
1,0,4,0.0,0.2857143,48,0,7,0,2,7,11,0,0
1,5,4,0.0,0.0,14,0,0,0,0,12,12,0,0
1,18,30,0.0,0.860606,583,0,120,2,11,30,99,0,0
1,3,2,,0.0,8,0,2,0,0,1,2,0,0
1,13,2,0.0,0.0,8,0,0,0,0,2,2,0,0
2,3,8,0.0,0.71428573,32,0,5,0,2,7,9,0,0
2,1,1,0.0,0.0,8,0,1,0,0,2,2,0,0
1,5,1,0.0,0.5,16,0,0,0,2,4,4,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,1,1,0.0,0.0,23,1,0,0,0,7,7,0,0
1,0,0,,0.0,4,0,0,0,0,1,1,0,0
1,0,1,0.0,0.14285715,34,0,3,0,1,7,14,0,0
1,0,0,,0.0,6,0,3,0,0,1,1,0,0
1,0,0,,0.0,4,0,0,0,0,1,1,0,0
1,0,2,-1.0,0.0,15,0,4,0,0,1,3,0,0
1,0,2,0.0,0.0,14,0,4,0,0,4,4,0,0
1,0,0,,0.0,6,0,3,0,0,1,1,0,0
1,0,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
1,0,2,-1.0,0.0,7,0,2,0,0,1,2,0,0
2,1,7,0.0,0.0,17,0,2,1,1,2,3,0,0
1,5,0,,0.0,27,0,0,0,0,1,1,0,0
1,1,6,0.0,0.33333334,13,0,0,0,1,3,3,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
1,0,1,0.0,0.25,22,0,2,0,1,4,10,0,0
2,0,3,0.0,0.0,31,0,3,0,0,4,4,0,0
1,372,2,0.0,0.0,15,0,0,0,0,13,13,0,0
1,1,5,0.0,0.0,9,0,4,0,0,2,2,0,0
1,2,4,0.0,0.0,6,0,0,0,0,4,4,0,0
1,0,1,0.0,0.5,18,0,1,0,2,4,5,0,0
1,0,1,0.0,0.33333334,14,0,0,0,2,3,3,0,0
1,12,3,,0.0,3,0,0,0,0,1,1,0,0
1,1,1,0.0,0.16666667,28,0,1,0,2,3,6,0,0
1,2,3,0.0,0.5,13,0,2,0,2,3,3,0,0
7,30,48,0.0,0.9716536,1355,0,203,3,5,127,267,1,0
1,2,2,0.0,0.0,8,0,0,0,0,6,6,0,0
1,2,4,0.0,0.0,9,0,0,0,0,7,7,0,0
1,9,0,0.0,0.0,4,0,0,0,0,2,2,0,0
1,1,4,,0.0,5,0,3,0,0,1,1,0,0
1,0,9,0.0,0.0,10,0,2,0,0,2,2,0,0
1,3,2,-1.0,0.0,2,0,0,0,0,0,0,0,0
3,6,3,0.0,0.5714286,44,4,4,2,2,7,7,0,0
1,1,6,,0.0,7,0,4,0,0,1,1,0,0
1,6,3,0.0,0.0,31,0,0,0,0,29,29,0,0
1,0,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
2,1,4,0.0,0.2777778,24,0,5,0,6,3,3,0,0
1,0,4,,0.0,12,0,6,0,0,1,5,0,0
1,0,3,,0.0,21,0,6,0,0,1,6,0,0
1,0,6,,0.0,22,0,7,0,0,1,7,0,0
1,0,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
1,0,5,,0.0,28,0,8,0,0,1,5,0,0
1,2,17,0.0,0.9166666,220,3,28,0,8,24,24,0,0
1,4,5,0.0,0.0,9,0,0,0,0,7,7,0,0
1,0,4,,0.0,20,0,8,0,0,1,4,0,0
1,0,5,,0.0,29,0,9,0,0,1,5,0,0
1,0,4,,0.0,17,0,8,0,0,1,3,0,0
2,3,7,0.0,0.2,27,0,3,0,1,5,7,0,0
2,0,8,0.0,0.0,94,0,28,0,0,7,8,0,0
2,2,7,0.0,0.5,15,0,1,0,1,2,2,0,0
3,0,10,0.0,0.0,69,0,29,0,0,10,12,0,0
2,7,18,0.0,0.9603175,233,0,67,0,2,63,70,1,0
1,1,4,0.0,0.5,60,0,2,0,2,12,12,0,0
1,7,1,0.0,0.71428573,28,1,0,0,4,7,7,0,0
1,0,3,0.0,0.16666667,24,0,4,0,2,3,7,0,0
2,2,6,0.0,0.75,34,0,4,0,1,4,5,0,0
1,6,36,0.0,0.92,134,2,39,0,15,15,29,0,0
1,11,3,0.0,0.71875,32,0,2,0,4,8,8,0,0
1,1,2,0.0,0.9726076,256,0,2,0,36,72,76,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
2,0,8,0.0,0.0,108,0,35,0,0,8,14,0,0
1,11,2,,0.0,3,0,0,0,0,1,1,0,0
2,0,6,0.0,0.0,89,0,20,0,0,12,12,0,0
1,1,11,0.0,0.50793654,143,0,21,0,7,9,31,0,0
1,0,2,,0.0,7,0,3,0,0,1,1,0,0
2,0,6,0.0,0.0,48,0,20,0,0,5,6,0,0
1,0,1,,0.0,7,0,3,0,0,1,1,0,0
1,11,5,0.0,0.0,25,0,2,0,0,2,2,0,0
1,2,5,0.0,0.0,27,0,6,0,1,3,3,0,0
1,15,2,,0.0,6,0,4,0,0,1,1,0,0
3,2,25,0.0,0.5714286,154,0,43,0,2,7,30,0,0
1,5,4,0.0,0.0,7,0,0,0,0,5,5,0,0
2,1,8,0.0,0.525,45,0,3,0,5,8,9,0,0
1,4,53,0.0,0.51785713,425,0,99,0,7,32,74,0,0
1,1,11,0.0,0.6060606,82,0,30,0,3,11,23,0,0
2,7,8,0.0,0.0,47,0,20,0,0,12,12,0,0
2,0,6,0.0,0.0,103,0,21,0,0,8,8,0,0
1,0,3,,0.0,7,0,4,0,0,1,1,0,0
1,0,14,0.0,0.62500006,59,0,30,0,8,7,7,0,0
1,0,5,,0.0,5,0,10,0,0,1,1,0,0
1,6,3,0.0,0.0,41,0,2,0,0,2,2,0,0
1,0,15,,0.0,98,0,48,0,0,1,23,0,0
1,0,1,0.0,0.5555556,16,0,0,0,3,3,3,0,0
2,2,22,0.0,0.90476185,290,2,41,0,9,21,48,0,0
1,7,3,0.0,0.0,8,0,0,0,0,2,2,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
3,1,3,0.0,0.0,10,0,1,0,0,3,3,0,0
1,0,3,0.0,0.5,19,0,5,0,3,2,3,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
2,2,1,0.0,0.0,7,0,0,0,0,2,2,0,0
1,0,3,,0.0,6,0,3,0,0,1,1,0,0
1,1,7,,0.0,14,0,9,0,0,2,3,0,0
1,0,0,0.0,0.25,14,0,0,0,1,4,4,0,0
1,1,7,0.0,0.0,15,0,9,0,1,2,3,0,0
1,1,7,0.0,0.0,15,0,6,0,0,2,4,0,0
1,2,14,0.0,0.7878788,181,0,44,0,2,33,56,1,0
1,2,13,,0.0,33,0,22,0,0,3,9,0,0
1,1,5,0.0,0.33333334,13,0,0,0,1,3,3,0,0
1,5,2,0.0,0.0,13,0,0,0,0,11,11,0,0
1,6,3,0.0,0.0,14,0,0,0,0,12,12,0,0
1,1,38,0.0,0.85227275,381,0,45,8,11,24,51,0,0
1,0,4,0.0,0.4375,33,0,2,0,2,8,11,0,0
1,0,5,,0.0,10,0,4,0,1,1,2,0,0
1,0,2,0.0,0.0,89,0,11,0,0,8,10,0,0
1,1,2,,0.0,3,0,0,0,0,1,1,0,0
4,0,0,,0.0,4,0,0,0,0,1,1,0,0
1,0,0,,0.0,11,0,0,0,1,3,3,0,0
2,3,16,0.0,0.5,40,0,12,0,4,3,8,0,0
1,1,7,0.0,0.0,12,0,2,0,0,2,3,0,0
1,0,0,0.0,0.33333334,12,0,1,0,1,3,3,0,0
1,1,7,0.0,0.0,15,0,5,0,0,2,4,0,0
1,8,4,0.0,0.0,9,0,0,0,0,7,7,0,0
1,29,2,0.0,0.0,13,0,0,0,0,11,11,0,0
2,0,1,0.0,0.5,11,0,0,0,2,2,2,0,0
1,0,9,0.0,0.6060606,82,0,30,0,3,11,23,0,0
1,1,7,0.0,0.0,8,0,1,0,0,2,2,0,0
1,4,2,,0.0,5,0,0,0,0,1,1,0,0
1,3,4,0.0,0.0,14,0,0,0,0,12,12,0,0
1,0,2,,0.0,13,0,3,0,0,1,3,0,0
2,2,4,0.0,0.5,29,0,8,0,1,4,10,0,0
1,6,3,0.0,0.25,18,0,0,0,2,4,4,0,0
1,0,1,,0.0,5,0,2,0,0,1,1,0,0
1,13,6,0.0,0.0,82,0,0,0,0,80,80,0,0
3,11,4,0.0,0.88750005,88,0,20,0,8,20,20,0,0
1,1,5,,0.0,4,0,0,0,0,1,1,0,0
1,7,11,0.0,0.77777773,101,0,17,1,6,9,16,0,0
3,1,4,0.0,0.5714286,30,0,1,0,4,7,7,0,0
3,1,3,0.0,0.0,10,0,0,0,1,2,2,0,0
1,1,6,0.0,0.0,36,0,12,0,1,2,4,0,0
1,0,1,0.0,0.0,12,0,2,0,0,4,4,0,0
2,2,1,0.0,0.33333334,13,0,0,0,1,3,3,0,0
1,6,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,3,0.0,0.33333334,11,0,0,0,1,3,3,0,0
1,0,3,0.0,0.33333334,11,0,0,0,1,3,3,0,0
3,2,4,0.0,0.0,11,0,2,0,0,3,3,0,0
1,5,5,0.0,0.0,11,0,0,0,0,9,9,0,0
1,4,2,0.0,0.0,4,0,0,0,0,2,2,0,0
1,2,3,0.0,0.67368424,190,0,15,0,5,19,38,0,0
5,3,8,0.0,0.0,195,0,0,4,0,5,5,0,0
1,3,1,0.0,0.0,6,0,0,0,0,2,2,0,0
1,3,3,,0.0,94,0,0,6,0,1,1,0,0
1,13,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
1,1,0,-1.0,0.0,4,0,0,0,0,0,0,0,0
1,9,1,0.0,0.65625,38,0,8,0,4,8,10,0,0
1,0,1,,0.0,25,0,5,0,0,1,10,0,0
1,0,4,0.0,0.0,15,0,9,0,1,2,3,0,0
1,0,3,,0.0,5,0,1,0,0,1,1,0,0
1,0,2,,0.0,18,0,3,0,0,1,3,0,0
1,1,2,0.0,0.0,13,0,0,0,0,11,11,0,0
1,12,4,0.0,0.0,11,0,0,0,0,9,9,0,0
2,0,9,0.0,0.0,73,0,14,1,0,3,4,0,0
1,0,10,,0.0,5,0,0,0,0,1,1,0,0
1,0,5,0.0,0.0,19,0,0,0,0,6,6,0,0
1,1,7,,0.0,7,0,5,0,1,1,1,0,0
5,2,1,,1.0,6,0,0,0,1,1,1,0,0
2,2,10,0.0,0.0,47,0,10,0,0,13,15,0,0
1,9,28,0.0,0.75,73,0,17,0,5,12,20,0,0
1,14,5,0.0,0.0,12,0,0,0,0,10,10,0,0
1,2,4,0.0,0.0,6,0,0,0,0,4,4,0,0
1,1,1,,0.0,8,0,2,0,0,1,2,0,0
2,7,4,,0.0,6,12,0,0,1,1,1,0,0
2,2,15,0.0,0.67857146,70,0,35,0,4,7,25,0,0
1,1,5,,0.0,5,0,0,0,0,1,1,0,0
1,1,4,,0.0,9,0,5,0,1,1,3,0,0
2,0,4,0.0,0.5,53,0,6,0,2,7,16,0,0
1,6,4,0.0,0.0,15,0,0,0,0,13,13,0,0
3,1,9,0.0,0.40625,42,0,6,0,4,8,9,0,0
1,0,0,0.0,0.0,9,0,0,0,1,2,2,0,0
1,0,1,0.0,0.14285715,34,0,3,0,1,7,14,0,0
1,8,2,0.0,0.0,13,0,0,0,0,11,11,0,0
1,0,0,,0.0,5,0,2,0,0,1,1,0,0
1,0,1,0.0,0.14285715,34,0,3,0,1,7,14,0,0
1,0,21,0.0,0.5,86,0,37,0,7,10,12,0,0
1,4,1,0.0,0.6666667,24,0,0,1,3,6,6,0,0
1,0,0,0.0,0.0,9,0,0,0,1,2,2,0,0
2,3,13,0.0,0.7978723,222,0,56,0,4,47,54,1,0
1,0,5,,0.0,17,0,5,0,0,1,3,0,0
1,0,0,0.0,0.0,9,0,0,0,1,2,2,0,0
1,0,4,0.0,0.0,8,0,2,0,0,2,2,0,0
2,1,8,0.0,0.0,199,0,51,1,0,19,26,0,0
1,4,13,0.0,0.5,115,0,32,1,2,6,21,0,0
2,0,3,0.0,0.75,35,0,0,0,2,4,4,0,0
1,2,1,,0.0,3,0,0,0,0,1,1,0,0
1,2,0,-1.0,0.0,3,0,0,0,0,0,0,0,0
1,1,2,,0.0,5,0,0,0,0,1,1,0,0
1,2,0,0.0,0.0,18,0,3,0,2,2,5,0,0
1,0,6,,0.0,42,0,21,0,0,1,9,0,0
1,0,1,,0.0,7,0,2,0,0,1,2,0,0
2,0,7,0.0,0.0,48,0,24,0,0,5,6,0,0
1,0,17,0.0,0.2,120,0,42,0,1,10,18,0,0
1,1,7,0.0,0.0,47,0,9,0,0,13,15,0,0
2,2,5,0.0,0.6666667,22,0,7,0,2,3,6,0,0
1,2,2,0.0,0.0,4,0,0,0,0,2,2,0,0
1,0,2,,0.0,5,0,2,0,0,1,1,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
1,6,5,0.0,0.5,15,0,2,0,1,4,4,0,0
1,1,6,0.0,0.0,25,0,9,0,0,2,6,0,0
1,4,19,0.0,0.0,81,0,0,0,0,79,79,0,0
2,2,10,0.0,0.0,45,0,8,0,0,13,15,0,0
3,1,3,0.0,0.0,10,0,0,0,1,2,2,0,0
1,0,8,0.0,0.0,42,0,15,0,0,11,12,0,0
1,0,3,,0.0,6,0,3,0,0,1,1,0,0
1,3,10,0.0,0.75,77,0,9,0,2,6,7,0,0
1,0,3,0.0,0.0,10,0,6,0,1,2,2,0,0
5,12,17,0.0,0.6363636,141,0,48,0,1,44,44,0,0
1,3,3,0.0,0.0,5,0,0,0,0,3,3,0,0
1,4,1,0.0,0.6,22,0,0,0,3,5,5,0,0
1,17,11,0.0,0.0,19,0,0,0,0,17,17,0,0
2,1,3,0.0,0.22222222,17,0,3,0,3,3,3,0,0
4,44,0,0.0,1.0,14,13,0,0,1,4,4,0,0
1,6,14,0.0,0.45454547,53,0,9,0,2,11,11,0,0
1,0,8,,0.0,28,0,9,0,0,1,5,0,0
1,0,5,,0.0,13,0,7,0,0,1,3,0,0
1,39,52,0.0,0.0,87,0,0,0,0,85,85,0,0
1,0,7,,0.0,33,0,10,0,0,1,6,0,0
1,0,8,,0.0,33,0,10,0,0,1,6,0,0
2,2,7,0.0,0.0,36,1,9,0,0,2,5,0,0
1,0,5,0.0,0.0,8,0,3,0,0,2,2,0,0
1,0,0,0.0,0.2,21,0,1,0,2,5,6,0,0
1,1,7,0.0,0.0,10,0,0,0,0,8,8,0,0
1,0,1,0.0,0.14285715,28,0,0,0,1,7,9,0,0
1,14,5,0.0,0.44444442,68,0,11,0,3,12,27,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
1,0,2,,0.0,9,0,4,0,0,1,2,0,0
2,19,22,0.0,0.73333335,116,0,24,0,5,15,24,0,0
1,0,3,,0.0,5,0,1,0,0,1,1,0,0
3,8,3,,0.5,13,0,0,0,2,1,1,0,0
1,4,2,0.0,0.0,14,0,2,0,1,2,3,0,0
1,0,1,,0.0,8,0,2,0,0,1,2,0,0
1,3,137,0.0,0.74065936,349,0,55,0,5,91,95,0,0
1,1,2,0.0,0.0,12,0,3,0,1,2,3,0,0
1,0,3,,0.0,8,0,6,0,0,1,2,0,0
1,3,18,0.0,0.0,81,0,0,0,0,79,79,0,0
1,2,5,0.0,0.0,16,0,3,0,1,3,3,0,0
1,0,2,,0.0,11,0,3,0,0,1,2,0,0
2,1,10,0.0,0.0,32,0,7,0,0,9,11,0,0
1,3,7,,0.5,34,0,21,0,7,2,6,0,0
1,3,1,,0.0,5,0,0,0,0,1,2,0,0
1,1,11,0.0,0.42857146,69,0,12,0,2,7,14,0,0
2,3,16,0.0,0.70000005,128,0,38,1,4,5,15,0,0
2,2,8,0.0,0.525,45,0,3,0,5,8,9,0,0
1,2,12,,0.0,45,0,20,0,0,2,9,0,0
1,0,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
1,0,9,0.0,0.0,10,0,2,0,0,2,2,0,0
1,2,1,0.0,0.33333334,15,0,0,0,2,3,3,0,0
4,3,9,0.0,0.0,29,0,13,0,0,8,8,0,0
1,6,4,0.0,0.0,9,0,0,0,0,7,7,0,0
5,3,1,-1.0,,3,0,0,0,1,0,0,0,0
1,2,9,0.0,0.375,73,0,13,0,2,8,10,0,0
1,3,4,0.0,0.4375,49,0,7,0,2,8,18,0,0
1,0,0,,0.0,4,0,0,0,0,1,1,0,0
1,0,0,,0.0,6,0,2,0,0,1,1,0,0
1,0,0,,0.0,6,0,2,0,0,1,1,0,0
1,0,0,,0.0,6,0,3,0,0,1,1,0,0
1,0,3,,0.0,16,0,4,0,0,1,2,0,0
6,2,2,,1.0,6,0,0,0,1,1,1,0,0
1,0,0,-1.0,0.0,3,0,0,0,0,0,0,0,0
1,1,23,0.0,0.575,102,0,48,0,8,10,17,0,0
1,0,0,,0.0,6,0,3,0,0,1,1,0,0
1,6,3,0.0,0.0,14,0,0,0,0,12,12,0,0
1,1,1,,0.0,5,0,0,0,0,1,2,0,0
1,0,0,,0.0,6,0,3,0,0,1,1,0,0
1,0,0,,0.0,6,0,3,0,0,1,1,0,0
1,1,2,,0.0,5,0,0,0,0,1,1,0,0
1,0,4,0.0,0.0,8,0,3,0,0,2,2,0,0
1,0,4,,0.0,6,0,5,0,0,1,1,0,0
3,4,14,0.0,0.8518519,220,0,50,0,3,27,50,0,0
1,0,0,,0.0,7,0,1,0,0,1,2,0,0
1,0,0,,0.0,5,0,3,0,0,1,1,0,0
1,0,3,0.0,0.0,8,0,0,0,0,6,6,0,0
3,1,29,0.0,0.0,902,0,185,0,0,62,65,1,0
1,3,5,0.0,0.85714287,34,0,3,0,1,7,7,0,0
1,5,30,0.0,0.0,48,0,0,0,0,46,46,0,0
2,2,4,0.0,0.5,25,0,0,0,2,2,2,0,0
1,24,2,0.0,0.8660714,68,0,1,1,7,16,16,0,0
2,11,32,0.0,0.89765453,483,0,77,3,7,67,103,1,0
1,0,4,0.0,0.0,22,0,8,0,0,2,6,0,0
1,7,5,0.0,0.6666667,40,18,5,0,2,6,8,0,0
1,0,0,,0.0,3,0,0,0,0,1,1,0,0
1,0,1,,,11,0,4,0,5,0,1,0,0
1,2,3,0.0,0.0,17,0,0,0,0,15,15,0,0
1,0,1,,0.0,10,0,2,0,0,1,2,0,0
3,5,19,0.0,0.8717949,323,0,79,1,4,39,71,1,0
2,4,15,0.0,0.8256174,388,0,68,0,24,27,101,0,0
1,0,0,,0.0,3,0,0,0,0,1,1,0,0
1,3,28,0.0,0.8256174,388,0,61,0,24,27,101,0,0
1,1,2,-1.0,0.0,2,0,0,0,0,0,0,0,0
5,4,1,,1.0,6,0,0,0,1,1,1,0,0
1,0,2,0.0,0.11111111,32,0,5,0,3,3,7,0,0
2,2,2,0.0,0.0,9,0,0,0,1,2,2,0,0
1,8,2,0.0,0.0,14,0,0,0,0,12,12,0,0
1,2,5,0.0,0.0,11,0,0,0,0,9,9,0,0
1,5,1,0.0,0.8666666,66,0,12,0,3,20,20,0,0
1,8,3,,0.0,3,0,0,0,0,1,1,0,0
1,90,1,0.0,0.0,12,0,0,0,0,10,10,0,0
1,0,3,,0.0,34,0,7,0,1,1,7,0,0
1,0,3,,0.0,5,0,1,0,0,1,1,0,0
1,4,3,0.0,0.0,6,0,0,0,0,4,4,0,0
1,1,30,0.0,0.8125,125,0,43,0,6,8,27,0,0
1,5,2,0.0,0.0,31,0,2,0,1,6,9,0,0
1,2,5,0.0,0.0,17,0,2,0,1,4,4,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
1,5,4,0.0,0.0,13,0,0,0,0,11,11,0,0
1,0,2,,0.0,5,0,1,0,0,1,1,0,0
2,0,10,0.0,0.25,21,0,6,0,2,4,4,0,0
2,0,3,0.0,0.0,8,0,0,0,0,2,2,0,0
3,10,38,0.0,0.9728682,580,0,107,0,3,86,160,1,0
3,1,7,0.0,0.0,23,0,16,0,0,2,2,0,0
1,0,5,,0.0,14,0,4,0,0,1,1,0,0
1,0,4,,0.0,22,0,7,0,0,1,2,0,0
1,3,44,0.0,0.9629629,380,0,65,0,3,45,92,0,0
1,0,2,,0.0,16,0,4,0,0,1,2,0,0
1,0,4,,0.0,28,0,4,0,0,1,4,0,0
1,0,12,0.0,0.6666667,44,0,16,0,2,3,5,0,0
1,3,5,0.0,0.41666666,47,0,7,0,3,8,19,0,0
2,1,9,0.0,0.77777773,41,0,14,0,6,6,7,0,0
1,1,40,0.0,0.0,939,0,176,1,0,37,80,1,0
1,78,5,0.0,0.46428573,71,0,2,0,4,14,16,0,0
6,11,7,0.0,0.73148143,363,0,33,4,4,27,72,1,0
1,2,5,0.0,0.0,23,0,2,0,1,5,5,0,0
1,1,5,0.0,0.0,12,0,0,0,0,10,10,0,0
1,7,5,0.0,0.0,9,0,0,0,0,7,7,0,0
1,0,4,,0.0,18,0,9,0,1,1,3,0,0
2,0,10,0.0,0.0,372,0,63,2,0,27,27,0,0
2,0,5,0.0,0.0,21,0,6,0,0,4,5,0,0
1,0,1,0.0,0.14285715,34,0,3,0,1,7,14,0,0
1,0,6,0.0,0.0,28,0,8,1,0,2,4,0,0
1,18,11,0.0,0.85714287,32,17,9,0,1,7,10,0,0
1,5,18,0.0,0.5833334,74,0,18,0,2,18,18,0,0
2,1,5,,0.0,5,0,0,0,0,1,1,0,0
1,0,0,,0.0,10,0,2,0,0,1,2,0,0
1,0,3,0.0,0.5,10,0,0,0,2,2,2,0,0
1,2,2,0.0,0.2,37,0,5,0,2,5,16,0,0
1,1,12,0.0,0.0,105,0,35,0,0,5,8,0,0
2,0,2,0.0,0.0,14,0,4,0,0,4,4,0,0
1,16,1,0.0,0.25,49,0,4,0,2,8,20,0,0
1,2,4,0.0,0.0,11,0,0,0,0,9,9,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
1,1,1,,0.0,8,0,1,0,0,1,2,0,0
1,0,0,0.0,0.0,7,0,1,0,0,2,2,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,0.0,0.0,7,0,1,0,0,2,2,0,0
1,2,39,0.0,0.9354839,125,0,39,0,2,31,33,0,0
1,0,0,0.0,0.0,7,0,1,0,0,2,2,0,0
2,1,11,0.0,0.0,21,0,6,0,0,5,5,0,0
1,21,3,0.0,0.0,7,0,0,0,0,5,5,0,0
2,1,3,0.0,0.16666667,15,0,3,0,2,3,3,0,0
2,1,27,0.0,0.9285714,130,0,32,0,10,14,14,0,0
1,24,2,0.0,0.6666667,18,11,0,0,2,6,6,0,0
1,1,1,,0.0,10,0,2,0,0,1,3,0,0
1,0,1,0.0,0.14285715,34,0,3,0,1,7,14,0,0
1,1,5,0.0,0.0,16,0,5,0,0,2,4,0,0
2,6,28,0.0,0.7,301,2,43,0,1,10,34,0,0
2,2,4,0.0,0.77777785,23,0,0,0,3,3,3,0,0
2,5,10,0.0,0.0,15,5,1,0,1,3,3,0,0
1,9,7,0.0,0.0,13,0,0,0,0,11,11,0,0
1,1,7,0.0,0.0,33,0,7,0,0,9,11,0,0
2,2,32,0.0,0.8947368,338,2,84,0,2,19,45,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,0.0,0.0,7,0,1,0,0,2,2,0,0
1,1,7,,0.0,9,0,4,0,0,1,2,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,0.0,0.0,7,0,1,0,0,2,2,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,0.0,0.0,7,0,1,0,0,2,2,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,0.0,0.0,8,0,3,0,0,2,2,0,0
3,1,7,0.0,0.0,18,0,6,0,0,3,4,0,0
1,0,4,,0.0,16,0,7,0,0,1,3,0,0
1,0,0,0.0,0.0,12,0,0,0,1,3,3,0,0
1,4,8,0.0,0.75,56,0,9,1,3,4,6,0,0
1,11,1,0.0,0.0,18,0,0,0,0,16,16,0,0
1,0,0,,0.0,6,0,2,0,0,1,1,0,0
1,0,1,,0.0,9,0,1,0,0,1,2,0,0
1,0,0,0.0,0.0,8,0,2,0,0,2,2,0,0
1,0,0,0.0,0.0,8,0,2,0,0,2,2,0,0
1,0,0,,0.0,7,0,1,0,0,1,2,0,0
1,0,4,,0.0,16,0,5,0,0,1,2,0,0
1,13,9,0.0,0.0,27,0,0,0,0,25,25,0,0
1,0,0,,0.0,6,0,2,0,0,1,1,0,0
1,2,6,0.0,0.375,42,0,9,0,2,8,9,0,0
1,11,1,0.0,0.2,31,0,1,0,2,5,10,0,0
1,0,4,,0.0,13,0,2,0,0,1,1,0,0
4,3,9,0.0,0.0,42,0,17,0,0,11,11,0,0
1,6,22,0.0,0.82323235,300,0,67,1,6,33,62,1,0
2,2,11,0.0,0.0,47,0,9,0,0,13,15,0,0
2,2,18,0.0,0.61111116,148,0,42,0,6,9,26,0,0
1,0,2,0.0,0.0,15,0,0,0,0,13,13,0,0
1,3,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
1,216,2,0.0,0.0,9,0,0,0,0,7,7,0,0
1,5,1,,0.0,3,0,0,0,0,1,1,0,0
1,108,31,0.0,0.83193266,302,0,63,0,14,17,41,0,0
1,3,3,0.0,0.8333333,44,0,0,0,6,12,12,0,0
1,0,1,,0.125,20,0,3,0,4,2,3,0,0
1,21,1,0.0,0.8166666,51,0,1,0,5,12,13,0,0
2,7,36,0.0,0.8181818,341,1,97,1,2,22,70,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,5,5,0.0,0.0,6,0,0,0,0,4,4,0,0
1,0,3,0.0,0.0,17,0,4,0,0,2,4,0,0
1,11,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
1,0,4,,0.0,22,0,9,0,0,1,5,0,0
2,1,8,0.0,0.125,22,0,2,0,2,4,4,0,0
2,2,4,0.0,0.33333334,27,0,10,0,1,3,7,0,0
2,1,8,0.0,0.0,199,0,51,1,0,19,26,0,0
1,42,2,0.0,0.0,8,0,0,0,0,6,6,0,0
1,3,2,0.0,0.0,4,0,0,0,0,2,2,0,0
1,18,1,0.0,0.6666667,53,0,3,0,3,14,16,0,0
1,5,2,0.0,0.0,9,1,0,0,0,3,3,0,0
