dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,icq,nof,nom,wmc,gc,rb
1,0,2,,0.0,16,0,7,0,0,1,2,0,0
1,0,6,,0.0,23,0,5,0,0,1,7,0,0
1,0,4,0.0,0.0,14,0,0,0,0,4,4,0,0
1,2,5,0.0,0.25,82,0,11,0,2,4,21,0,0
1,0,10,0.0,0.0,78,0,16,0,1,3,27,0,0
2,0,7,0.0,0.0,11,0,4,0,0,2,3,0,0
1,0,2,,0.0,5,0,1,0,0,1,1,0,0
4,0,6,0.0,0.5,10,0,4,0,1,2,2,0,0
1,5,1,,0.0,3,0,0,0,0,1,1,0,0
1,3,3,0.0,0.0,59,3,0,0,0,19,19,0,0
2,0,3,,0.0,5,0,1,0,0,1,1,0,0
1,8,1,0.0,0.0,6,0,0,0,0,4,4,0,0
3,7,21,0.0,0.8755761,220,0,43,1,14,31,55,0,0
1,2,27,0.0,0.7222222,181,0,43,0,2,9,50,0,0
3,0,7,0.0,0.0,7,0,0,0,0,2,2,0,0
3,0,5,0.0,0.0,16,0,10,0,0,2,4,0,0
3,3,14,0.0,0.8571428,100,2,17,0,5,7,29,0,0
3,2,39,0.0,0.0,161,0,69,0,0,4,42,0,0
1,1,2,,0.0,3,0,0,0,0,1,1,0,0
1,0,2,,0.75,9,0,0,0,4,1,1,0,0
1,0,2,,0.0,5,0,0,0,0,1,1,0,0
1,0,2,,1.0,6,0,0,0,1,1,1,0,0
1,0,2,,0.0,5,0,0,0,0,1,1,0,0
1,3,3,0.0,0.0,5,0,0,0,0,3,3,0,0
3,1,6,0.0,0.5,27,0,6,1,2,6,6,0,0
3,26,30,0.0,0.84285706,354,3,51,1,5,28,66,0,0
1,0,1,0.0,0.25,11,0,1,0,2,2,2,0,0
3,3,27,0.0,0.7037037,227,0,51,1,3,9,31,0,0
1,2,12,0.0,0.75,70,0,12,0,8,12,19,0,0
1,15,5,0.0,0.675,56,0,6,0,4,10,17,0,0
4,2,22,0.0,0.0,57,0,25,0,0,3,16,0,0
1,0,2,,0.0,5,0,0,0,0,1,1,0,0
2,1,9,0.0,0.16666667,25,0,11,0,2,3,5,0,0
1,3,8,0.0,0.4,29,2,7,0,3,5,9,0,0
6,0,15,0.0,0.0,15,0,8,0,0,3,4,0,0
1,2,7,0.0,0.875,37,0,11,0,1,8,9,0,0
2,1,3,0.0,0.0,12,0,3,0,1,2,4,0,0
1,0,1,,0.0,37,0,11,0,0,1,4,0,0
1,0,1,,0.0,30,0,11,0,0,1,4,0,0
1,0,14,,0.0,28,0,13,0,0,1,5,0,0
1,0,3,,0.0,5,0,2,0,0,1,1,0,0
2,1,4,0.0,0.0,8,0,0,0,0,2,2,0,0
1,8,2,,0.0,3,0,0,0,0,1,1,0,0
1,9,10,0.0,0.7083333,45,0,5,0,3,8,13,0,0
1,0,9,,0.0,26,0,5,0,0,1,8,0,0
1,0,4,0.0,0.0,7,0,0,0,0,2,2,0,0
3,1,4,0.0,0.75,14,0,0,0,1,4,4,0,0
2,21,8,0.0,0.4166667,43,1,9,0,2,6,6,0,0
1,4,9,0.0,0.8928571,99,0,10,0,8,14,16,0,0
2,1,2,,1.0,49,0,1,0,42,1,2,0,0
1,1,6,,1.0,32,0,2,0,1,1,1,0,0
1,0,2,,0.5,10,0,0,0,4,1,1,0,0
2,3,15,0.0,0.84615386,65,0,17,0,2,13,18,0,0
2,0,2,,0.0,5,0,2,0,0,1,1,0,0
1,0,1,-1.0,,165,0,0,0,163,0,0,0,0
3,3,38,0.0,0.7222222,183,0,60,0,2,9,46,0,0
3,6,7,0.0,0.7,62,0,8,2,3,10,11,0,0
2,0,1,0.0,0.0,6,0,0,0,0,2,2,0,0
2,3,22,0.0,0.7979798,140,0,46,0,9,11,37,0,0
3,2,7,0.0,0.0,24,0,3,0,0,4,8,0,0
1,0,7,0.0,0.0,23,0,9,0,0,2,4,0,0
2,1,8,0.0,0.77777785,23,0,6,0,3,3,8,0,0
1,0,7,0.0,0.0,24,0,9,0,0,2,4,0,0
1,0,2,,0.0,6,0,3,0,0,1,1,0,0
1,0,2,,0.0,6,0,3,0,0,1,1,0,0
1,0,2,,0.0,6,0,2,0,0,1,1,0,0
1,1,5,0.0,0.7407407,48,0,5,0,6,9,10,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
2,23,10,0.0,0.5740741,76,0,23,0,3,18,28,0,0
2,0,6,,0.5,24,0,5,0,1,2,6,0,0
1,0,8,,0.0,25,0,9,0,0,1,5,0,0
3,2,13,0.0,0.5,14,0,7,0,1,2,2,0,0
2,3,12,0.0,0.0,35,2,14,0,0,2,9,0,0
2,4,36,0.0,1.0,118,0,36,0,1,6,25,0,0
2,4,9,0.0,0.81666666,75,0,8,0,12,10,16,0,0
1,0,8,0.0,0.0,16,0,9,0,0,2,7,0,0
1,45,4,0.0,0.6,105,0,27,0,1,5,47,0,0
1,0,1,,0.0,5,0,3,0,0,1,1,0,0
1,0,0,,0.0,8,0,2,0,0,1,3,0,0
2,0,3,0.0,0.0,8,0,3,0,0,2,2,0,0
2,2,38,0.0,0.8194444,180,0,52,0,8,9,19,0,0
1,2,16,0.0,0.6875,51,0,7,0,1,16,16,0,0
1,5,3,0.0,0.82500005,52,2,17,0,8,5,14,0,0
1,6,1,,0.0,5,6,0,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,12,7,0.0,0.64285713,28,10,7,0,2,7,8,0,0
2,9,27,0.0,0.93005955,259,0,23,1,21,32,56,0,0
2,5,7,0.0,0.0,19,5,6,0,0,2,6,0,0
5,4,16,0.0,0.6666667,49,1,13,1,3,5,10,0,0
1,0,13,0.0,0.4166667,78,0,7,0,4,3,7,0,0
2,1,21,0.0,0.6944445,152,0,36,1,12,6,27,0,0
2,2,6,0.0,0.6,44,0,5,0,4,10,10,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
2,1,6,0.0,0.75,40,0,10,0,2,6,11,0,0
1,0,6,,0.0,7,0,7,0,0,1,1,0,0
1,5,3,0.0,0.0,5,0,0,0,0,3,3,0,0
1,0,1,-1.0,0.5,10,0,0,0,4,1,1,0,0
1,3,2,0.0,0.0,5,0,0,1,0,2,2,0,0
3,2,10,0.0,0.6,21,0,4,0,2,5,5,0,0
2,1,5,0.0,0.0,16,0,2,0,1,2,2,0,0
3,0,14,0.0,0.0,21,0,10,0,0,3,6,0,0
1,0,4,0.0,0.0,5,0,0,0,0,3,3,0,0
1,4,18,0.0,0.88782054,125,0,13,0,13,24,41,0,0
4,0,10,0.0,0.0,21,0,3,0,0,5,7,0,0
1,16,2,,0.0,6,0,0,0,1,1,1,0,0
2,1,7,0.0,0.0,28,0,0,0,0,9,9,0,0
3,50,40,0.0,0.9189189,268,0,89,0,7,37,86,0,0
1,1,0,0.0,0.0,8,0,0,0,1,2,2,0,0
2,0,11,0.0,0.0,30,0,7,0,0,3,8,0,0
1,3,3,,1.0,4,0,0,0,1,1,1,0,0
2,5,13,0.0,0.8055556,60,0,14,0,9,8,14,0,0
2,1,6,,1.0,22,0,8,0,1,1,5,0,0
3,0,6,,0.0,13,0,4,0,0,1,3,0,0
3,2,11,0.0,0.77777773,55,0,19,0,3,6,14,0,0
3,2,4,0.0,0.5,12,0,0,0,1,2,3,0,0
1,0,4,0.0,0.0,19,0,3,0,0,2,4,0,0
2,9,23,0.0,0.89000005,93,0,12,2,10,20,25,0,0
1,3,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,3,,0.0,14,0,5,0,0,1,2,0,0
1,0,2,,0.0,5,0,1,0,0,1,1,0,0
1,0,2,,0.0,6,0,3,0,0,1,1,0,0
1,0,2,,0.0,6,0,2,0,0,1,1,0,0
1,0,2,,0.0,5,0,0,0,0,1,1,0,0
1,0,2,,0.0,5,0,1,0,0,1,1,0,0
5,0,15,0.0,0.0,55,0,12,0,0,5,19,0,0
1,3,1,0.0,0.59259266,34,0,0,0,3,9,9,0,0
1,0,2,,0.0,5,0,1,0,0,1,1,0,0
1,0,2,,0.0,5,0,1,0,0,1,1,0,0
1,0,2,,0.0,6,0,3,0,0,1,1,0,0
1,0,2,,0.0,6,0,3,0,0,1,1,0,0
2,2,17,0.0,0.6666667,128,0,38,0,17,3,49,0,0
1,0,18,0.0,0.0,41,0,31,0,0,1,4,0,0
1,0,7,0.0,0.5833334,27,0,12,0,6,3,4,0,0
3,3,18,0.0,0.5833334,76,0,34,0,2,6,10,0,0
3,6,22,0.0,0.84210527,179,0,50,0,4,19,49,1,0
1,1,10,0.0,1.0,9,0,1,0,1,2,2,0,0
1,0,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
1,2,3,0.0,0.0,30,0,5,0,1,6,8,0,0
2,1,11,0.0,0.6666667,78,0,27,0,3,11,12,0,0
2,1,4,0.0,0.6,20,0,3,0,2,5,5,0,0
1,0,7,,0.0,14,0,6,0,0,1,2,0,0
1,1,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
1,3,2,0.0,0.375,22,0,2,0,1,4,7,0,0
1,0,0,-1.0,,8,0,0,0,6,0,0,0,0
1,1,12,0.0,0.82857144,54,0,14,0,5,7,8,0,0
1,6,2,0.0,0.16666667,24,0,3,0,2,6,6,0,0
3,2,25,0.0,0.81249994,136,0,43,0,16,9,22,0,0
3,0,8,0.0,0.0,8,0,3,0,0,2,2,0,0
1,0,4,0.0,0.0,18,0,6,0,1,2,5,0,0
2,0,7,0.0,0.0,23,0,5,0,2,2,7,0,0
5,1,2,0.0,1.0,9,0,0,0,1,2,2,0,0
1,1,13,0.0,0.82,76,0,3,1,5,10,12,0,0
1,0,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
1,1,2,0.0,0.0,4,0,0,0,0,2,2,0,0
1,0,1,0.0,0.0,10,0,1,0,0,3,3,0,0
2,12,6,0.0,0.64285713,53,0,5,0,7,12,17,0,0
2,2,6,0.0,0.6666667,25,0,4,0,3,6,6,0,0
1,0,0,0.0,,331,0,2,0,6,0,3,0,0
2,0,11,,0.0,36,0,18,0,0,1,10,0,0
3,1,8,0.0,0.75,31,0,15,0,3,4,4,0,0
2,4,38,0.0,0.71666664,178,0,53,0,4,15,32,0,0
2,1,8,0.0,0.5,30,0,8,0,2,2,7,0,0
1,0,2,,0.0,6,0,2,0,0,1,1,0,0
1,0,7,,0.0,30,0,11,0,0,3,5,0,0
1,0,5,0.0,0.0,12,0,5,0,0,3,3,0,0
1,19,13,0.0,0.80769235,110,2,13,1,6,13,27,0,0
1,0,4,,0.0,14,0,6,0,0,1,2,0,0
1,0,2,,0.0,14,0,6,0,0,1,2,0,0
1,0,2,,0.0,5,0,2,0,0,1,1,0,0
1,0,5,0.0,0.0,15,0,3,0,0,2,3,0,0
1,29,2,0.0,0.77777785,18,0,0,0,6,3,3,0,0
2,1,2,0.0,0.5,20,0,1,0,3,4,4,0,0
1,20,1,0.0,0.0,6,0,0,0,0,4,4,0,0
2,9,6,0.0,0.5,35,0,0,0,3,8,8,0,0
1,0,2,,0.0,11,0,4,0,0,1,3,0,0
1,0,1,,0.0,7,0,2,0,0,1,2,0,0
1,0,0,,0.0,4,0,0,0,0,1,1,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
2,0,11,0.0,0.0,25,0,12,0,0,2,7,0,0
2,0,1,0.0,0.0,20,0,3,0,1,2,5,0,0
2,1,2,,1.0,14,0,1,0,7,1,2,0,0
1,2,12,0.0,0.37499997,59,0,15,0,4,6,18,0,0
2,0,10,0.0,0.0,24,0,10,0,0,2,8,0,0
1,0,5,0.0,0.5,14,0,1,0,1,2,4,0,0
2,2,11,0.0,0.625,31,0,4,0,3,8,8,0,0
2,2,3,0.0,0.0,29,0,0,0,0,9,9,0,0
1,3,3,0.0,0.78431356,198,0,33,0,15,17,82,0,0
3,10,42,0.0,0.8888889,307,0,83,2,9,21,95,0,0
1,0,5,,0.0,9,0,2,0,0,1,2,0,0
1,66,26,0.0,0.84848493,379,0,90,0,3,33,99,0,0
1,7,15,0.0,0.6666667,59,0,17,0,1,3,18,0,0
3,11,42,0.0,0.87536234,411,0,86,1,15,23,80,1,0
1,4,12,0.0,1.0,55,0,17,1,1,3,10,0,0
2,2,2,0.0,0.0,11,1,0,0,0,3,3,0,0
2,5,12,0.0,0.7555556,53,0,10,0,9,10,11,0,0
1,2,3,,0.0,3,0,0,0,0,1,1,0,0
4,0,8,0.0,0.0,8,0,1,0,0,2,2,0,0
1,15,2,0.0,0.0,6,0,0,0,0,4,4,0,0
1,2,16,0.0,0.9166666,49,1,20,0,2,6,12,0,0
4,11,21,0.0,0.6666667,77,0,17,1,3,10,17,0,0
3,1,20,0.0,0.8,50,0,14,0,2,5,10,0,0
3,2,23,0.0,0.69047624,146,0,37,0,6,7,17,0,0
6,0,18,0.0,0.8333333,32,0,17,0,1,6,9,0,0
3,0,17,0.0,0.0,39,0,18,0,0,3,9,0,0
3,1,1,,0.0,5,0,0,0,0,1,1,0,0
2,3,2,0.0,0.0,8,1,0,0,0,4,4,0,0
3,0,9,0.0,0.0,44,0,4,0,0,3,4,0,0
1,25,4,0.0,0.0,5,0,0,0,0,3,3,0,0
3,0,10,0.0,0.0,18,0,9,0,0,2,3,0,0
1,0,3,0.0,0.0,8,0,0,0,0,2,2,0,0
1,7,23,0.0,0.8750001,203,1,44,0,16,19,48,1,0
4,0,2,0.0,0.0,58,0,14,0,0,5,24,0,0
6,0,7,0.0,0.5,20,0,7,0,1,4,5,0,0
2,1,2,,1.0,14,0,1,0,7,1,2,0,0
1,0,5,,0.0,13,0,6,0,0,1,3,0,0
1,0,2,,0.0,5,0,3,0,0,1,1,0,0
1,0,3,,0.0,5,0,1,0,0,1,1,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
4,0,22,0.0,0.0,39,0,22,0,0,8,11,0,0
4,0,23,0.0,0.0,65,0,20,0,0,4,15,0,0
2,0,4,,0.0,9,0,3,0,0,1,2,0,0
2,2,12,0.0,0.8095238,439,0,59,1,1,21,120,0,0
1,0,11,,0.0,23,0,12,0,0,1,4,0,0
1,0,0,,0.0,13,0,1,0,0,0,1,0,0
3,6,13,0.0,0.6,30,0,7,0,2,5,8,0,0
1,20,8,0.0,0.0,20,0,0,1,0,5,5,0,0
2,1,5,0.0,0.0,14,0,6,0,1,2,4,0,0
1,26,3,0.0,0.0,5,0,0,0,0,3,3,0,0
2,0,7,0.0,0.0,15,0,12,0,1,3,3,0,0
1,15,0,0.0,0.0,8,0,0,0,1,2,2,0,0
1,0,2,0.0,0.5555555,35,0,5,0,3,6,11,0,0
1,3,2,0.0,0.0,7,0,0,0,0,5,5,0,0
2,0,6,0.0,0.0,56,0,16,0,5,2,9,0,0
1,0,2,,0.0,5,0,1,0,0,1,1,0,0
1,2,5,0.0,0.0,18,2,0,0,0,6,6,0,0
1,7,11,0.0,0.8484848,65,0,6,1,11,12,13,0,0
4,1,26,0.0,0.6122449,137,0,51,0,7,7,28,0,0
1,16,2,0.0,0.9111112,38,0,1,0,15,6,6,0,0
1,1,22,0.0,0.8461538,98,0,34,0,13,14,14,0,0
2,0,7,0.0,0.0,33,0,6,0,0,3,7,0,0
1,15,6,0.0,0.0,21,0,5,0,0,2,6,0,0
2,1,4,0.0,0.6,20,0,3,0,2,5,5,0,0
2,0,4,,0.0,7,0,2,0,0,1,1,0,0
4,1,9,0.0,0.0,38,0,8,0,0,3,10,0,0
1,4,1,0.0,0.0,4,0,0,0,0,2,2,0,0
2,1,8,0.0,0.0,17,0,8,0,2,2,3,0,0
1,2,10,0.0,0.6666666,38,0,5,0,5,9,9,0,0
2,1,2,0.0,0.0,10,0,0,0,1,2,2,0,0
3,1,14,0.0,0.64,88,0,20,0,5,5,8,0,0
2,1,6,0.0,0.6666667,25,0,4,0,3,6,6,0,0
4,2,6,,1.0,6,0,2,0,1,1,1,0,0
1,22,3,0.0,0.7407408,41,0,0,1,6,9,9,0,0
1,316,18,0.0,0.0,23,0,0,0,0,21,21,0,0
1,481,6,0.0,0.0,7,0,0,0,0,5,5,0,0
1,0,0,-1.0,,4,0,0,0,2,0,0,0,0
1,1,0,0.0,0.0,9,0,0,0,1,2,2,0,0
2,5,28,0.0,0.83333343,170,0,44,0,6,15,55,0,0
2,1,2,,1.0,42,0,1,0,35,1,2,0,0
1,0,2,-1.0,0.5,10,0,0,0,4,1,1,0,0
1,1,7,,0.0,15,0,6,0,0,1,3,0,0
2,7,19,0.0,0.875,278,0,45,1,8,17,41,0,0
2,0,1,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,21,0.0,0.75,128,0,49,0,3,8,28,0,0
2,2,19,0.0,0.7777778,142,0,39,0,2,9,36,0,0
1,2,4,0.0,0.7,31,0,7,0,4,5,8,0,0
1,1,0,,0.0,3,0,0,0,0,1,1,0,0
3,4,17,0.0,0.6515152,130,0,19,0,3,22,38,0,0
2,8,6,0.0,0.5,18,0,3,0,2,4,4,0,0
3,97,18,0.0,0.8125,174,58,35,1,8,12,32,0,0
1,4,16,,0.75,70,0,11,1,2,2,13,0,0
1,0,5,0.0,0.0,14,0,7,0,0,2,4,0,0
1,0,4,0.0,0.0,12,0,4,0,0,3,3,0,0
2,3,4,0.0,0.6,20,0,3,0,2,5,5,0,0
1,0,1,,0.0,6,0,5,0,0,0,1,0,0
1,5,4,0.0,0.6111111,32,0,10,0,3,6,9,0,0
5,3,25,0.0,0.6727272,214,0,60,0,5,11,36,0,0
4,1,7,,1.0,73,0,2,1,1,1,1,0,0
3,0,5,0.0,0.0,43,0,9,0,0,2,12,0,0
3,8,48,0.0,0.9015873,535,2,136,3,15,42,129,0,0
1,3,8,0.0,0.8571428,81,0,13,0,7,14,24,0,0
2,2,4,0.0,0.6,20,0,3,0,2,5,5,0,0
2,6,6,0.0,0.5833334,28,0,9,0,4,3,6,0,0
4,0,6,0.0,0.5,10,0,4,0,1,2,2,0,0
2,0,5,0.0,0.75,46,0,14,0,2,8,14,0,0
1,0,1,,0.0,3,0,0,0,0,1,1,0,0
1,0,5,,0.0,18,0,8,0,0,1,5,0,0
1,0,3,,0.0,12,0,5,0,0,1,3,0,0
3,1,16,0.0,0.8333333,31,0,9,0,1,6,6,0,0
2,13,6,0.0,0.0,11,6,3,0,0,3,3,0,0
1,2,5,0.0,0.33333334,47,0,5,0,1,3,14,0,0
6,0,8,0.0,0.0,14,0,3,0,0,3,6,0,0
2,2,1,0.0,0.0,7,0,0,0,0,2,2,0,0
1,5,19,0.0,0.88888896,188,0,37,1,14,27,48,0,0
1,2,1,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,1,9,0.0,0.0,26,0,10,0,4,2,5,0,0
1,3,3,,0.0,3,0,0,0,0,1,1,0,0
6,10,26,0.0,0.88000005,213,0,68,5,12,25,51,1,0
2,0,6,,0.0,61,0,9,0,0,2,6,0,0
1,0,4,0.0,0.33333334,12,0,2,0,1,3,3,0,0
2,0,2,,0.0,14,0,3,0,0,1,3,0,0
3,5,22,0.0,0.9682539,391,3,91,1,3,63,92,0,0
1,1,4,0.0,0.7857143,48,0,4,0,8,7,8,0,0
1,0,6,,0.0,9,0,3,0,0,1,2,0,0
1,0,7,,0.0,9,0,4,0,0,1,2,0,0
2,0,3,0.0,0.0,8,0,2,0,0,2,2,0,0
1,0,5,,0.0,9,0,2,0,0,1,2,0,0
2,2,9,0.0,0.7291667,42,0,6,0,6,8,11,0,0
1,0,5,,0.0,9,0,2,0,0,1,2,0,0
2,2,18,0.0,0.89646465,719,0,152,1,18,88,153,0,0
1,0,1,,0.0,10,0,3,0,0,1,2,0,0
1,2,0,,0.0,14,0,3,0,0,1,6,0,0
3,3,8,0.0,0.77777773,45,3,2,0,8,9,9,0,0
1,0,2,,0.0,8,0,3,0,0,1,2,0,0
1,0,2,,0.0,6,0,3,0,0,1,1,0,0
1,0,2,,0.0,12,0,7,0,0,1,2,0,0
2,23,25,0.0,0.8538961,295,4,47,2,11,28,60,0,0
2,18,43,0.0,0.7222222,216,3,85,0,2,18,61,0,0
1,4,4,0.0,0.0,7,0,0,0,0,5,5,0,0
2,2,4,0.0,0.0,20,0,7,0,0,4,7,0,0
1,0,7,,0.0,12,0,2,0,0,1,2,0,0
2,0,6,,0.0,28,0,7,0,0,1,7,0,0
3,3,1,0.0,1.0,26,0,8,0,1,6,6,0,0
1,0,1,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,2,8,0.0,0.4,40,0,8,0,2,5,6,0,0
4,0,19,0.0,0.6666667,71,0,19,0,2,9,12,0,0
3,4,12,0.0,0.77142864,50,0,9,0,7,10,12,0,0
1,5,1,0.0,0.0,11,0,0,0,1,3,3,0,0
2,20,28,0.0,0.9174963,424,0,74,0,19,37,110,1,0
2,0,10,0.0,0.33333334,25,0,14,0,1,3,7,0,0
1,31,15,0.0,0.6190476,62,0,22,0,3,7,15,0,0
3,0,5,,0.0,12,0,4,0,0,1,3,0,0
4,10,16,0.0,0.82653064,100,1,19,0,7,14,22,0,0
4,1,22,0.0,0.0,42,0,25,0,0,8,11,0,0
3,3,1,,0.0,5,1,0,0,0,1,1,0,0
1,1,3,,0.0,3,0,0,0,0,1,1,0,0
1,3,3,,0.0,3,0,0,0,0,1,1,0,0
5,2,10,0.0,0.0,38,0,10,0,0,4,9,0,0
1,0,5,0.0,0.0,14,0,4,0,0,2,3,0,0
4,3,25,0.0,0.0,42,0,22,0,0,7,12,0,0
1,23,26,0.0,0.71710527,195,0,45,0,8,19,57,0,0
3,1,36,0.0,1.0,139,0,61,0,1,4,32,0,0
2,0,4,,0.2,26,0,6,0,5,1,6,0,0
4,0,8,0.0,0.0,8,0,1,0,0,2,2,0,0
1,5,3,0.0,0.7916667,30,0,4,0,6,4,6,0,0
1,0,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
1,0,1,,0.6666667,13,0,1,0,3,1,2,0,0
1,34,3,0.0,0.84444445,28,0,0,0,9,5,5,0,0
1,0,23,0.0,0.0,109,0,28,0,0,8,26,0,0
1,1,7,0.0,1.0,12,0,0,0,1,3,3,0,0
1,0,2,0.0,0.0,8,0,2,0,0,2,2,0,0
1,0,0,-1.0,,5,0,0,0,3,0,0,0,0
1,0,5,0.0,0.0,17,0,8,0,0,4,4,0,0
1,0,5,,0.0,10,0,9,0,0,1,3,0,0
2,1,2,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,4,,0.0,8,0,6,0,0,1,1,0,0
1,35,3,,0.0,3,0,0,0,0,1,1,0,0
2,22,14,0.0,0.0,46,0,12,0,0,16,16,0,0
2,1,2,,1.0,27,0,1,0,20,1,2,0,0
1,12,3,,0.0,3,0,0,0,0,1,1,0,0
3,0,13,,0.0,24,0,10,0,0,1,5,0,0
1,1,2,0.0,0.0,12,0,3,0,1,3,3,0,0
2,0,3,0.0,0.33333334,13,0,1,0,1,3,3,0,0
1,1,1,0.0,0.0,11,0,0,0,1,3,3,0,0
2,0,14,0.0,0.53333336,64,0,20,0,3,5,17,0,0
1,7,2,,0.0,3,0,0,0,0,1,1,0,0
1,4,1,,0.0,3,0,0,0,0,1,1,0,0
1,3,1,0.0,0.0,7,0,0,0,0,5,5,0,0
2,0,2,,0.0,5,0,2,0,0,1,1,0,0
2,1,5,0.0,0.0,17,0,3,0,0,4,5,0,0
2,0,7,0.0,0.0,17,0,1,0,0,5,5,0,0
4,4,14,0.0,0.65999997,80,0,15,0,5,10,19,0,1
1,0,11,0.0,0.33333334,42,0,22,0,4,3,11,0,0
1,0,5,0.0,0.0,19,0,9,0,0,3,8,0,0
1,1,1,0.0,0.0,11,0,0,0,1,3,3,0,0
2,27,6,0.0,0.905983,114,0,15,0,9,26,31,0,0
2,1,5,0.0,0.71428573,32,0,8,0,5,7,7,0,0
3,1,24,0.0,0.68253964,153,0,54,0,7,9,30,0,0
3,0,1,,0.0,4,0,0,0,0,1,1,0,0
1,0,1,0.0,0.75,30,0,0,0,4,8,8,0,0
1,0,0,0.0,0.0,8,0,0,0,1,2,2,0,0
1,0,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
2,2,7,0.0,0.6,53,0,7,0,2,5,10,0,0
2,2,4,0.0,0.6,20,0,3,0,2,5,5,0,0
1,3,0,0.0,0.7142857,25,0,0,0,3,7,7,0,0
1,0,2,,0.0,5,0,0,0,0,1,2,0,0
1,20,0,0.0,0.0,5,0,0,0,0,3,3,0,0
3,2,9,0.0,0.6666667,28,0,6,0,3,5,8,0,0
2,1,2,,1.0,12,0,1,0,5,1,2,0,0
1,0,8,0.0,0.0,25,0,12,0,0,1,10,0,0
1,0,0,,0.0,3,0,0,0,0,1,1,0,0
2,3,19,0.0,0.875,42,0,9,0,8,8,8,0,0
5,0,17,0.0,0.0,38,0,15,0,0,3,7,0,0
3,4,12,0.0,0.79130435,128,0,22,0,5,23,36,0,0
2,2,5,0.0,0.0,29,0,10,0,0,9,9,0,0
2,4,4,0.0,0.71428573,33,0,1,1,4,7,8,0,0
3,1,10,0.0,0.5,22,0,8,0,1,2,3,0,0
2,0,14,0.0,0.0,23,0,11,0,0,4,8,0,0
2,1,2,,1.0,148,0,1,0,141,1,2,0,0
1,0,1,0.0,0.0,16,0,1,0,0,3,4,0,0
1,0,3,0.0,0.0,17,0,2,0,0,2,3,0,0
1,0,3,,0.0,9,0,1,0,0,1,3,0,0
1,0,1,,0.0,16,0,5,0,0,1,8,0,0
1,5,16,0.0,0.8,46,0,13,0,5,10,13,0,0
8,35,106,0.0,0.9572328,702,2,144,6,15,53,114,1,0
3,8,22,0.0,0.0,68,0,23,0,0,9,21,0,0
1,0,7,,0.0,5,0,3,0,0,1,1,0,0
2,1,11,0.0,0.6666667,27,0,14,0,1,3,6,0,0
3,1,12,0.0,0.7916666,63,0,15,0,4,6,6,0,0
1,0,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
1,0,5,0.0,0.25,26,0,3,0,2,6,9,0,0
1,3,15,0.0,0.7638889,100,0,20,0,8,9,29,0,0
3,1,19,0.0,0.0,81,0,27,0,0,10,20,0,0
2,2,3,0.0,0.0,11,0,3,0,0,3,3,0,0
5,1,1,0.0,0.0,8,0,0,0,0,2,2,0,0
1,0,3,,0.0,13,0,6,0,0,1,4,0,0
1,0,5,0.0,0.0,8,0,5,0,0,2,2,0,0
3,2,8,0.0,0.0,15,0,6,0,0,2,4,0,0
1,0,3,,0.0,11,0,4,0,0,1,2,0,0
1,0,6,,0.0,14,0,6,0,0,1,5,0,0
1,15,7,0.0,0.7948718,81,0,5,0,6,13,20,0,0
1,0,4,,0.0,14,0,7,0,0,1,4,0,0
1,0,4,0.0,0.0,8,0,3,0,0,2,2,0,0
4,0,7,0.0,0.0,18,0,3,0,0,3,3,0,0
1,0,3,,0.0,11,0,5,0,0,1,2,0,0
2,2,26,0.0,0.9494951,134,0,48,0,11,18,36,0,0
1,0,3,,0.0,11,0,4,0,0,1,2,0,0
1,0,5,,0.0,13,0,5,0,0,1,5,0,0
2,0,2,0.0,0.25,11,0,0,0,2,2,2,0,0
1,0,9,0.0,0.0,15,0,6,0,0,2,5,0,0
1,0,7,,0.0,9,0,4,0,0,1,2,0,0
1,0,7,,0.0,9,0,4,0,0,1,2,0,0
1,0,7,,0.0,9,0,4,0,0,1,2,0,0
2,17,32,0.0,0.9377831,178,0,25,0,26,34,41,0,0
3,3,7,0.0,0.7291667,38,0,4,0,6,8,8,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
1,1,5,0.0,1.0,236,0,0,0,1,99,99,0,0
3,3,27,0.0,0.8,161,0,40,0,5,9,23,0,0
1,2,1,,0.0,3,0,0,0,0,1,1,0,0
4,0,5,0.0,0.5,10,0,4,0,1,2,2,0,0
